date,year,month,day,1329 iシェアーズ・コア 日経225ETF,1364 ｉシェアーズ JPX日経400 ETF,1369 One ETF 日経225,1385 UBS ETF ユーロ圏大型株50(E･ストックス50),1386 UBS ETF 欧州株(MSCIヨーロッパ),1389 UBS ETF 英国大型株100(FTSE 100),1390 UBS ETF MSCIアジア太平洋株(除く日本),1391 UBS ETF スイス株(MSCIスイス20/35),1392 UBS ETF 英国株(MSCI英国),1458 楽天 ETF-日経レバレッジ指数連動型,1459 楽天 ETF-日経ダブルインバース指数連動型,1473 One ETF トピックス,1474 One ETF JPX日経400,1475 iシェアーズ・コア TOPIX ETF,1476 iシェアーズ・コア Ｊリート ETF,1477 iシェアーズ MSCI 日本株最小分散 ETF,1478 iシェアーズ MSCI ジャパン高配当利回り ETF,1482 iシェアーズ・コア 米国債7-10年ETF(H有),1483 iシェアーズ JPX/S&P 設備･人材投資ETF,1484 One ETF JPX/S&P 設備･人材投資指数,1489 (NEXT FUNDS)日経平均高配当株50指数連動型ETF,1493 One ETF JPX日経中小型,1494 One ETF 高配当日本株,1496 iシェアーズ 米ドル建て投資適格社債ETF(H有),1497 iシェアーズ 米ドル建ハイイールド社債ETF(H有),1498 One ETF ESG,1552 国際のETF VIX短期先物指数,1557 SPDR S&P500 ETF,1575 ChinaAMC CSI 300 Index ETF-JDR,1576 南方 FTSE 中国A株 50 ETF,1577 (NEXT FUNDS)野村日本株高配当70連動型ETF,1655 iシェアーズ S&P500 米国株 ETF,1656 iシェアーズ･コア　米国債7-10年 ETF,1657 iシェアーズ･コア MSCI 先進国株(除く日本)ETF,1658 iシェアーズ･コア MSCI 新興国株 ETF,1659 iシェアーズ 米国リート ETF,1683 One ETF 国内金先物,2516 東証マザーズETF,富士通(株)：前日比,富士通(株)：翌日比
2019-04-05,2019,4,5,-30.0,10.0,70.0,20.0,40.0,-150.0,5.0,6.0,-5.0,100.0,-40.0,5.0,40.0,5.0,-6.0,3.0,12.0,-3.0,0.0,1.0,150.0,30.0,-350.0,0.0,2.0,30.0,-60.0,200.0,-5.0,-1.0,180.0,14.0,6.0,12.0,16.0,-3.0,-140.0,7.0,-172.0,-48.0
2019-04-04,2019,4,4,80.0,40.0,0.0,50.0,-30.0,90.0,5.0,14.0,39.0,10.0,-10.0,0.0,-20.0,0.0,-2.0,-6.0,6.0,-2.0,34.0,2.0,-350.0,100.0,20.0,-2.0,2.0,-10.0,150.0,-100.0,-9.0,-10.0,-160.0,-2.0,12.0,-4.0,2.0,1.0,70.0,-7.0,-18.0,-172.0
2019-04-03,2019,4,3,40.0,-10.0,210.0,10.0,40.0,70.0,10.0,19.0,26.0,190.0,-80.0,5.0,80.0,10.0,-2.0,1.0,9.0,-4.0,-45.0,2.0,-100.0,-30.0,20.0,-4.0,-1.0,80.0,-270.0,350.0,9.0,-12.0,-150.0,12.0,-15.0,17.0,11.0,14.0,-135.0,5.0,11.0,-18.0
2019-04-02,2019,4,2,190.0,40.0,0.0,70.0,40.0,-40.0,85.0,9.0,24.0,0.0,5.0,0.0,-20.0,-4.0,-6.0,-23.0,3.0,-4.0,0.0,-4.0,250.0,200.0,280.0,-5.0,-3.0,-10.0,100.0,50.0,0.0,1.0,190.0,13.0,0.0,10.0,16.0,14.0,145.0,-25.0,-13.0,11.0
2019-04-01,2019,4,1,-10.0,90.0,300.0,30.0,-240.0,-110.0,-45.0,3.0,2.0,290.0,-140.0,23.0,180.0,26.0,-17.0,21.0,32.0,-7.0,0.0,17.0,650.0,90.0,100.0,-1.0,9.0,190.0,-340.0,450.0,9.0,-19.0,430.0,32.0,9.0,26.0,32.0,-4.0,-70.0,-10.0,49.0,-13.0
2019-03-29,2019,3,29,320.0,20.0,170.0,-30.0,-70.0,170.0,0.0,2.0,-6.0,160.0,-70.0,13.0,110.0,8.0,-15.0,9.0,5.0,-9.0,20.0,12.0,0.0,-200.0,-250.0,-7.0,7.0,100.0,-310.0,350.0,0.0,0.0,120.0,24.0,-4.0,32.0,32.0,8.0,95.0,4.0,62.0,49.0
2019-03-28,2019,3,28,180.0,-160.0,-290.0,25.0,0.0,-100.0,-10.0,7.0,23.0,-310.0,130.0,-22.0,-180.0,-30.0,-6.0,-29.0,-25.0,12.0,0.0,-23.0,-450.0,120.0,30.0,13.0,-2.0,-190.0,260.0,-350.0,-9.0,21.0,-400.0,-33.0,3.0,-28.0,-35.0,-15.0,-45.0,-9.0,12.0,62.0
2019-03-27,2019,3,27,-350.0,280.0,100.0,25.0,30.0,-30.0,0.0,28.0,1.0,120.0,-50.0,3.0,20.0,12.0,33.0,5.0,2.0,8.0,-20.0,3.0,50.0,290.0,420.0,9.0,2.0,50.0,-350.0,300.0,0.0,9.0,130.0,21.0,20.0,24.0,23.0,40.0,5.0,18.0,-35.0,12.0
2019-03-26,2019,3,26,120.0,30.0,450.0,-170.0,70.0,140.0,-20.0,-48.0,-70.0,430.0,-210.0,43.0,400.0,40.0,11.0,44.0,43.0,1.0,15.0,38.0,750.0,-330.0,-380.0,-2.0,0.0,270.0,-220.0,150.0,1.0,-1.0,500.0,20.0,6.0,6.0,9.0,-9.0,0.0,12.0,133.0,-35.0
2019-03-25,2019,3,25,430.0,-110.0,-590.0,-20.0,40.0,110.0,40.0,0.0,-19.0,-580.0,260.0,-43.0,-380.0,-41.0,-11.0,-31.0,-37.0,12.0,26.0,-38.0,-800.0,80.0,0.0,6.0,-13.0,-260.0,930.0,-850.0,5.0,-19.0,-570.0,-57.0,-7.0,-61.0,-61.0,-3.0,95.0,-10.0,-38.0,133.0
2019-03-22,2019,3,22,-580.0,-110.0,-50.0,20.0,90.0,-90.0,20.0,-1.0,8.0,-50.0,20.0,1.0,30.0,4.0,1.0,-6.0,3.0,12.0,0.0,2.0,0.0,40.0,-40.0,17.0,13.0,-70.0,80.0,100.0,-7.0,10.0,70.0,3.0,7.0,-2.0,-14.0,36.0,-40.0,-4.0,16.0,-38.0
2019-03-20,2019,3,20,-40.0,0.0,10.0,-10.0,60.0,30.0,-10.0,-5.0,11.0,40.0,-15.0,3.0,0.0,3.0,9.0,0.0,-1.0,-1.0,7.0,3.0,0.0,0.0,-10.0,3.0,-6.0,0.0,60.0,-50.0,-22.0,2.0,-30.0,0.0,-1.0,7.0,3.0,-11.0,-100.0,7.0,58.0,16.0
2019-03-19,2019,3,19,40.0,-110.0,-10.0,60.0,70.0,100.0,30.0,-1.0,20.0,-20.0,5.0,-1.0,0.0,-3.0,5.0,-8.0,3.0,-3.0,9.0,-1.0,50.0,140.0,120.0,-3.0,0.0,20.0,-10.0,100.0,-6.0,-11.0,90.0,0.0,-3.0,1.0,7.0,-25.0,-45.0,-10.0,129.0,58.0
2019-03-18,2019,3,18,-20.0,130.0,100.0,30.0,-210.0,-30.0,65.0,36.0,20.0,100.0,-50.0,8.0,70.0,10.0,6.0,4.0,12.0,10.0,-15.0,5.0,200.0,70.0,90.0,-1.0,-2.0,40.0,-280.0,150.0,0.0,10.0,140.0,10.0,4.0,14.0,15.0,-9.0,20.0,16.0,88.0,129.0
2019-03-15,2019,3,15,120.0,-90.0,190.0,55.0,40.0,100.0,-35.0,20.0,30.0,150.0,-75.0,13.0,110.0,13.0,11.0,17.0,15.0,-4.0,0.0,12.0,400.0,-60.0,0.0,8.0,11.0,90.0,-150.0,0.0,29.0,-3.0,190.0,6.0,-1.0,3.0,14.0,13.0,-35.0,-3.0,17.0,88.0
2019-03-14,2019,3,14,160.0,-30.0,20.0,-40.0,-80.0,190.0,-30.0,-10.0,-30.0,30.0,-10.0,4.0,50.0,-1.0,15.0,1.0,-4.0,-4.0,-21.0,4.0,-100.0,-110.0,-180.0,1.0,8.0,20.0,-170.0,100.0,-9.0,-8.0,-60.0,23.0,0.0,21.0,3.0,13.0,-95.0,-7.0,-62.0,17.0
2019-03-13,2019,3,13,20.0,110.0,-210.0,55.0,70.0,-90.0,5.0,13.0,50.0,-230.0,100.0,-18.0,-190.0,-15.0,5.0,-17.0,-15.0,10.0,-1.0,-17.0,-350.0,190.0,260.0,7.0,-3.0,-140.0,-90.0,50.0,11.0,-9.0,-220.0,1.0,9.0,-9.0,-8.0,5.0,135.0,1.0,-64.0,-62.0
2019-03-12,2019,3,12,-230.0,-40.0,390.0,25.0,50.0,140.0,-5.0,8.0,0.0,380.0,-185.0,25.0,240.0,24.0,-1.0,23.0,25.0,-5.0,1.0,20.0,500.0,10.0,140.0,-1.0,12.0,210.0,-760.0,500.0,3.0,16.0,330.0,34.0,4.0,36.0,33.0,29.0,-30.0,14.0,82.0,-64.0
2019-03-11,2019,3,11,400.0,0.0,110.0,-85.0,50.0,-90.0,0.0,-38.0,-40.0,110.0,-45.0,11.0,100.0,11.0,18.0,9.0,6.0,-1.0,-20.0,9.0,150.0,-330.0,-300.0,-3.0,-4.0,70.0,-130.0,50.0,15.0,-22.0,180.0,6.0,0.0,9.0,14.0,9.0,20.0,15.0,49.0,82.0
2019-03-08,2019,3,8,100.0,30.0,-430.0,-15.0,-10.0,-80.0,30.0,5.0,10.0,-420.0,180.0,-28.0,-230.0,-31.0,-11.0,-22.0,-31.0,9.0,-20.0,-22.0,-600.0,-160.0,-140.0,6.0,-6.0,-200.0,290.0,-450.0,30.0,20.0,-460.0,-28.0,-13.0,-39.0,-44.0,-20.0,-20.0,-22.0,-20.0,49.0
2019-03-07,2019,3,7,-430.0,40.0,-170.0,-25.0,40.0,0.0,-30.0,-7.0,0.0,-180.0,70.0,-16.0,-140.0,-14.0,-8.0,-5.0,-16.0,9.0,59.0,-10.0,-250.0,10.0,-50.0,0.0,-1.0,-120.0,280.0,-150.0,2.0,-2.0,-330.0,-16.0,10.0,-11.0,-20.0,-19.0,20.0,-12.0,-143.0,-20.0
2019-03-06,2019,3,6,-170.0,10.0,-150.0,-20.0,40.0,-150.0,40.0,-10.0,-20.0,-80.0,40.0,-2.0,-20.0,-1.0,-6.0,-6.0,-7.0,-2.0,-2.0,-4.0,-200.0,-130.0,-130.0,5.0,-2.0,-40.0,200.0,-150.0,8.0,26.0,-30.0,-10.0,-3.0,1.0,18.0,7.0,0.0,-6.0,27.0,-143.0
2019-03-05,2019,3,5,-150.0,80.0,-90.0,50.0,-60.0,-30.0,0.0,20.0,10.0,-120.0,60.0,-12.0,-110.0,-12.0,10.0,-1.0,-15.0,-4.0,-18.0,-6.0,-200.0,90.0,60.0,9.0,-6.0,-70.0,300.0,-250.0,10.0,-1.0,-130.0,-20.0,12.0,-19.0,-7.0,6.0,0.0,5.0,-97.0,27.0
2019-03-04,2019,3,4,-80.0,160.0,220.0,55.0,60.0,-150.0,30.0,10.0,10.0,220.0,-95.0,10.0,90.0,13.0,5.0,-3.0,8.0,5.0,-40.0,5.0,200.0,50.0,20.0,-3.0,4.0,70.0,-370.0,300.0,0.0,-8.0,120.0,19.0,0.0,16.0,7.0,4.0,-10.0,11.0,112.0,-97.0
2019-03-01,2019,3,1,230.0,-40.0,200.0,-10.0,50.0,-20.0,10.0,24.0,10.0,220.0,-105.0,11.0,60.0,8.0,-10.0,7.0,-3.0,-10.0,50.0,3.0,100.0,-40.0,-120.0,-9.0,5.0,50.0,-160.0,400.0,-10.0,-10.0,20.0,25.0,9.0,20.0,6.0,9.0,-40.0,14.0,151.0,112.0
2019-02-28,2019,2,28,240.0,70.0,-180.0,35.0,-10.0,120.0,10.0,-14.0,10.0,-170.0,80.0,-15.0,-100.0,-15.0,-4.0,-11.0,-19.0,-4.0,-2.0,-6.0,-350.0,80.0,120.0,-4.0,3.0,-110.0,90.0,-100.0,10.0,10.0,-230.0,2.0,-10.0,2.0,-17.0,-7.0,-5.0,-17.0,-126.0,151.0
2019-02-27,2019,2,27,-210.0,-60.0,80.0,-20.0,170.0,-30.0,55.0,-5.0,0.0,130.0,-55.0,8.0,80.0,5.0,2.0,11.0,6.0,1.0,0.0,7.0,250.0,-40.0,-30.0,4.0,3.0,80.0,-30.0,0.0,8.0,-20.0,70.0,2.0,0.0,5.0,3.0,-7.0,45.0,4.0,32.0,-126.0
2019-02-26,2019,2,26,150.0,360.0,-10.0,20.0,-90.0,-140.0,-25.0,15.0,10.0,-90.0,35.0,-7.0,-40.0,-4.0,8.0,0.0,-5.0,3.0,-61.0,-5.0,-300.0,140.0,100.0,3.0,1.0,-50.0,420.0,-100.0,3.0,20.0,-60.0,-6.0,6.0,-8.0,4.0,-10.0,-30.0,0.0,9.0,32.0
2019-02-25,2019,2,25,-90.0,-260.0,100.0,0.0,20.0,-30.0,40.0,0.0,-20.0,80.0,-45.0,15.0,110.0,14.0,8.0,3.0,13.0,3.0,-20.0,15.0,200.0,-80.0,-90.0,9.0,2.0,100.0,-480.0,250.0,-10.0,-29.0,120.0,15.0,-2.0,14.0,19.0,19.0,25.0,9.0,33.0,9.0
2019-02-22,2019,2,22,90.0,-310.0,-80.0,20.0,70.0,-140.0,-30.0,10.0,32.0,-10.0,15.0,-9.0,-90.0,-5.0,4.0,-3.0,-5.0,-4.0,22.0,-6.0,-200.0,0.0,10.0,-8.0,-4.0,-100.0,270.0,-200.0,-1.0,36.0,-90.0,-11.0,4.0,-9.0,-6.0,0.0,10.0,9.0,60.0,33.0
2019-02-21,2019,2,21,-20.0,100.0,90.0,35.0,70.0,-210.0,0.0,4.0,23.0,30.0,-25.0,3.0,50.0,1.0,-3.0,0.0,6.0,-2.0,12.0,7.0,50.0,40.0,40.0,-5.0,6.0,40.0,-700.0,250.0,19.0,-16.0,-30.0,9.0,3.0,7.0,8.0,-18.0,5.0,10.0,-17.0,60.0
2019-02-20,2019,2,20,50.0,40.0,90.0,5.0,-120.0,-90.0,5.0,16.0,25.0,100.0,-40.0,7.0,60.0,7.0,4.0,11.0,6.0,3.0,-9.0,6.0,0.0,40.0,30.0,4.0,-2.0,60.0,-40.0,-50.0,-5.0,1.0,50.0,3.0,5.0,8.0,26.0,10.0,-5.0,9.0,-253.0,-17.0
2019-02-19,2019,2,19,90.0,90.0,30.0,90.0,-30.0,160.0,10.0,29.0,1.0,40.0,-25.0,3.0,30.0,4.0,11.0,9.0,3.0,0.0,-11.0,5.0,150.0,260.0,300.0,1.0,3.0,40.0,130.0,50.0,-4.0,0.0,60.0,0.0,-2.0,6.0,-4.0,2.0,-20.0,4.0,30.0,-253.0
2019-02-18,2019,2,18,50.0,-60.0,420.0,-65.0,70.0,-130.0,65.0,-11.0,-11.0,370.0,-180.0,29.0,230.0,23.0,1.0,17.0,28.0,-3.0,10.0,22.0,600.0,-140.0,-160.0,-5.0,5.0,180.0,-640.0,550.0,7.0,6.0,310.0,43.0,7.0,35.0,23.0,7.0,-15.0,8.0,10.0,30.0
2019-02-15,2019,2,15,390.0,50.0,-250.0,-5.0,90.0,40.0,-60.0,12.0,9.0,-230.0,105.0,-16.0,-150.0,-10.0,-7.0,-5.0,-17.0,10.0,0.0,-14.0,-250.0,20.0,110.0,8.0,-6.0,-100.0,360.0,-350.0,4.0,-18.0,-190.0,-33.0,-10.0,-27.0,-26.0,1.0,10.0,-8.0,-28.0,10.0
2019-02-14,2019,2,14,-240.0,60.0,-10.0,70.0,-40.0,30.0,40.0,8.0,20.0,-20.0,5.0,0.0,20.0,0.0,-3.0,3.0,2.0,-2.0,48.0,4.0,0.0,120.0,140.0,2.0,3.0,20.0,0.0,100.0,0.0,29.0,90.0,10.0,5.0,9.0,-13.0,11.0,-50.0,-1.0,187.0,-28.0
2019-02-13,2019,2,13,-30.0,0.0,260.0,40.0,10.0,110.0,-25.0,17.0,21.0,260.0,-130.0,18.0,160.0,18.0,6.0,11.0,18.0,-1.0,-11.0,16.0,550.0,240.0,320.0,-3.0,12.0,130.0,40.0,300.0,14.0,-29.0,240.0,26.0,6.0,19.0,17.0,-16.0,20.0,7.0,-42.0,187.0
2019-02-12,2019,2,12,310.0,-60.0,550.0,-85.0,70.0,-80.0,15.0,-17.0,-32.0,480.0,-280.0,34.0,310.0,32.0,-2.0,26.0,31.0,-7.0,-8.0,26.0,450.0,-200.0,-280.0,-13.0,-5.0,240.0,-650.0,540.0,0.0,-20.0,470.0,39.0,9.0,30.0,10.0,31.0,-35.0,12.0,168.0,-42.0
2019-02-08,2019,2,8,530.0,90.0,-420.0,-15.0,-50.0,180.0,60.0,-9.0,-8.0,-380.0,205.0,-25.0,-240.0,-30.0,0.0,-22.0,-40.0,8.0,50.0,-24.0,-750.0,-200.0,-240.0,8.0,-2.0,-200.0,480.0,-300.0,-15.0,-10.0,-510.0,-30.0,3.0,-25.0,-20.0,14.0,15.0,-14.0,-117.0,168.0
2019-02-07,2019,2,7,-500.0,60.0,-120.0,35.0,-20.0,-70.0,-90.0,11.0,28.0,-120.0,65.0,-21.0,-150.0,-13.0,-13.0,-18.0,-17.0,0.0,-20.0,-22.0,-400.0,10.0,-40.0,6.0,7.0,-190.0,70.0,-50.0,13.0,0.0,-220.0,-4.0,1.0,-4.0,-24.0,-11.0,-10.0,-3.0,-1.0,-117.0
2019-02-06,2019,2,6,-50.0,-50.0,10.0,5.0,60.0,-80.0,-40.0,13.0,3.0,40.0,-25.0,-1.0,-10.0,-11.0,-24.0,-23.0,-35.0,4.0,-20.0,2.0,0.0,80.0,-30.0,5.0,1.0,20.0,-170.0,110.0,-5.0,9.0,20.0,-3.0,8.0,-7.0,-4.0,6.0,0.0,2.0,-58.0,-1.0
2019-02-05,2019,2,5,-70.0,-100.0,-10.0,55.0,-20.0,-120.0,0.0,0.0,36.0,-30.0,25.0,9.0,10.0,2.0,-4.0,5.0,-1.0,-6.0,-35.0,5.0,0.0,310.0,260.0,5.0,6.0,-10.0,-200.0,170.0,0.0,-19.0,-10.0,8.0,1.0,13.0,6.0,20.0,-5.0,-6.0,118.0,-58.0
2019-02-04,2019,2,4,-80.0,110.0,120.0,-30.0,10.0,-20.0,75.0,17.0,3.0,100.0,-55.0,12.0,140.0,16.0,1.0,18.0,12.0,-8.0,107.0,17.0,350.0,-40.0,-80.0,-1.0,-8.0,100.0,-150.0,260.0,21.0,9.0,280.0,19.0,-10.0,19.0,9.0,-6.0,-5.0,3.0,228.0,118.0
2019-02-01,2019,2,1,90.0,190.0,-10.0,-10.0,-60.0,0.0,10.0,-9.0,-16.0,0.0,0.0,-3.0,-30.0,-1.0,10.0,-7.0,-16.0,6.0,-40.0,0.0,-500.0,110.0,130.0,6.0,-19.0,-30.0,-400.0,180.0,-7.0,6.0,-330.0,16.0,11.0,11.0,10.0,21.0,25.0,-6.0,-8.0,228.0
2019-01-31,2019,1,31,-10.0,-20.0,170.0,35.0,110.0,-280.0,0.0,11.0,17.0,170.0,-95.0,14.0,130.0,16.0,9.0,15.0,12.0,10.0,-120.0,11.0,400.0,-20.0,-60.0,3.0,43.0,100.0,-640.0,330.0,-2.0,5.0,150.0,28.0,-4.0,19.0,22.0,9.0,-25.0,24.0,94.0,-8.0
2019-01-30,2019,1,30,230.0,40.0,-50.0,-20.0,80.0,-50.0,20.0,-8.0,-19.0,-60.0,30.0,-6.0,30.0,-9.0,-11.0,-6.0,0.0,2.0,-1.0,5.0,-150.0,-30.0,60.0,5.0,0.0,30.0,-180.0,70.0,5.0,3.0,-60.0,-1.0,7.0,2.0,7.0,21.0,35.0,-81.0,-30.0,94.0
2019-01-29,2019,1,29,-80.0,50.0,-10.0,25.0,20.0,160.0,-35.0,-16.0,-22.0,20.0,10.0,3.0,-50.0,4.0,19.0,13.0,-8.0,3.0,37.0,-3.0,-200.0,10.0,-160.0,-2.0,0.0,-60.0,370.0,-170.0,-15.0,7.0,-30.0,-9.0,2.0,-8.0,-5.0,24.0,5.0,11.0,-153.0,-30.0
2019-01-28,2019,1,28,10.0,10.0,-150.0,15.0,-10.0,-20.0,35.0,20.0,39.0,-160.0,65.0,-11.0,-80.0,-11.0,12.0,-13.0,-12.0,-5.0,2.0,-7.0,-100.0,60.0,110.0,4.0,1.0,-70.0,-180.0,-130.0,27.0,10.0,-120.0,-4.0,2.0,-6.0,-11.0,0.0,5.0,-18.0,-50.0,-153.0
2019-01-25,2019,1,25,-150.0,-100.0,220.0,0.0,-50.0,110.0,35.0,-8.0,-11.0,210.0,-95.0,16.0,130.0,14.0,13.0,2.0,24.0,4.0,15.0,11.0,300.0,100.0,100.0,7.0,0.0,120.0,-460.0,220.0,-15.0,20.0,260.0,11.0,-10.0,16.0,33.0,13.0,-70.0,9.0,36.0,-50.0
2019-01-24,2019,1,24,200.0,130.0,-30.0,10.0,60.0,-90.0,0.0,-2.0,2.0,-20.0,-10.0,3.0,20.0,5.0,9.0,2.0,8.0,3.0,-53.0,0.0,150.0,-50.0,-110.0,3.0,-2.0,10.0,-100.0,-90.0,16.0,-8.0,100.0,-1.0,15.0,3.0,10.0,2.0,35.0,13.0,334.0,36.0
2019-01-23,2019,1,23,-10.0,130.0,10.0,-20.0,-30.0,170.0,-25.0,0.0,0.0,-10.0,0.0,-6.0,-20.0,-9.0,-7.0,-8.0,-6.0,3.0,51.0,-2.0,-200.0,-150.0,-120.0,5.0,-5.0,-30.0,780.0,-160.0,-8.0,28.0,-60.0,-4.0,-13.0,-5.0,7.0,3.0,0.0,6.0,-30.0,334.0
2019-01-22,2019,1,22,-10.0,260.0,-130.0,65.0,100.0,130.0,15.0,12.0,19.0,-120.0,60.0,-13.0,-110.0,-12.0,-3.0,-5.0,-13.0,-1.0,27.0,-13.0,-200.0,40.0,130.0,1.0,-3.0,-60.0,100.0,-40.0,0.0,-10.0,-180.0,-16.0,3.0,-16.0,-20.0,-4.0,5.0,-3.0,16.0,-30.0
2019-01-21,2019,1,21,-120.0,-150.0,70.0,15.0,30.0,180.0,100.0,20.0,21.0,50.0,-30.0,10.0,40.0,10.0,4.0,3.0,14.0,-4.0,8.0,5.0,250.0,220.0,140.0,11.0,9.0,40.0,-60.0,330.0,-10.0,-5.0,270.0,24.0,-6.0,21.0,7.0,-1.0,-55.0,-15.0,93.0,16.0
2019-01-18,2019,1,18,50.0,-40.0,280.0,5.0,170.0,20.0,-125.0,0.0,10.0,250.0,-120.0,15.0,160.0,15.0,4.0,15.0,25.0,-8.0,-19.0,15.0,300.0,40.0,90.0,2.0,14.0,140.0,-330.0,410.0,10.0,-34.0,240.0,35.0,5.0,31.0,14.0,23.0,0.0,16.0,49.0,93.0
2019-01-17,2019,1,17,290.0,620.0,-50.0,-25.0,-120.0,-30.0,175.0,-9.0,-29.0,-20.0,0.0,6.0,60.0,8.0,7.0,6.0,-3.0,0.0,-19.0,3.0,200.0,-60.0,-30.0,3.0,-8.0,40.0,350.0,120.0,1.0,9.0,60.0,3.0,17.0,0.0,18.0,17.0,-45.0,15.0,61.0,49.0
2019-01-16,2019,1,16,-50.0,90.0,-130.0,0.0,-60.0,-160.0,-40.0,9.0,29.0,-100.0,50.0,-7.0,-70.0,-7.0,13.0,2.0,-5.0,0.0,0.0,-5.0,-250.0,150.0,70.0,0.0,-2.0,-90.0,-350.0,90.0,18.0,0.0,-100.0,6.0,-10.0,2.0,-6.0,12.0,-45.0,-3.0,-11.0,61.0
2019-01-15,2019,1,15,-90.0,-570.0,180.0,30.0,250.0,-50.0,85.0,21.0,24.0,150.0,-70.0,14.0,140.0,13.0,-21.0,-8.0,18.0,3.0,50.0,12.0,450.0,40.0,80.0,-7.0,0.0,90.0,-650.0,60.0,-35.0,-10.0,200.0,19.0,-4.0,10.0,12.0,11.0,20.0,20.0,-43.0,-11.0
2019-01-11,2019,1,11,180.0,-320.0,240.0,-40.0,-130.0,-70.0,105.0,-2.0,-25.0,200.0,-120.0,8.0,50.0,9.0,19.0,5.0,15.0,-6.0,49.0,7.0,250.0,-140.0,-120.0,11.0,16.0,90.0,-310.0,320.0,-2.0,10.0,220.0,11.0,-16.0,26.0,17.0,31.0,-170.0,8.0,48.0,-43.0
2019-01-10,2019,1,10,190.0,-260.0,-300.0,60.0,-90.0,70.0,0.0,29.0,31.0,-260.0,130.0,-16.0,-140.0,-14.0,7.0,-9.0,-4.0,4.0,-13.0,-16.0,-100.0,10.0,70.0,6.0,2.0,-70.0,10.0,-380.0,-11.0,0.0,-30.0,-19.0,17.0,-23.0,-4.0,-21.0,135.0,-14.0,-167.0,48.0
2019-01-09,2019,1,9,-250.0,-170.0,210.0,20.0,-70.0,-150.0,-45.0,-7.0,10.0,190.0,-90.0,11.0,120.0,16.0,5.0,15.0,17.0,-18.0,0.0,13.0,50.0,100.0,140.0,-16.0,-12.0,50.0,-320.0,300.0,2.0,0.0,140.0,22.0,-28.0,24.0,31.0,45.0,5.0,12.0,84.0,-167.0
2019-01-08,2019,1,8,190.0,-110.0,150.0,120.0,-70.0,-80.0,-35.0,39.0,55.0,160.0,-120.0,17.0,100.0,7.0,1.0,4.0,16.0,-6.0,33.0,12.0,400.0,390.0,460.0,-4.0,2.0,100.0,-260.0,390.0,-11.0,9.0,140.0,26.0,10.0,17.0,1.0,24.0,10.0,20.0,155.0,84.0
2019-01-07,2019,1,7,200.0,-40.0,600.0,-90.0,-50.0,170.0,-110.0,-10.0,-35.0,450.0,-290.0,45.0,440.0,42.0,24.0,38.0,49.0,-7.0,-11.0,41.0,1000.0,-250.0,-130.0,-6.0,34.0,370.0,-1090.0,740.0,7.0,20.0,670.0,59.0,0.0,31.0,37.0,19.0,-40.0,26.0,269.0,155.0
2019-01-04,2019,1,4,530.0,-250.0,-670.0,-40.0,-130.0,-110.0,0.0,-18.0,-39.0,-410.0,250.0,-43.0,-430.0,-26.0,-25.0,-12.0,-30.0,28.0,-18.0,-49.0,-300.0,-70.0,-130.0,14.0,5.0,-290.0,-1060.0,-840.0,-5.0,-18.0,-400.0,-72.0,0.0,-27.0,-45.0,-73.0,40.0,9.0,-318.0,269.0
2018-12-28,2018,12,28,-480.0,200.0,-170.0,120.0,-50.0,0.0,-145.0,48.0,87.0,-80.0,30.0,-7.0,-130.0,-5.0,12.0,-13.0,3.0,2.0,5.0,-12.0,-100.0,850.0,820.0,0.0,9.0,-110.0,240.0,200.0,-1.0,-1.0,-30.0,5.0,-28.0,9.0,5.0,10.0,-70.0,-10.0,-13.0,-318.0
2018-12-27,2018,12,27,-80.0,150.0,770.0,-75.0,-50.0,-230.0,65.0,-70.0,-137.0,650.0,-450.0,69.0,860.0,68.0,17.0,98.0,79.0,-11.0,-20.0,85.0,1250.0,50.0,180.0,-11.0,29.0,600.0,-780.0,1590.0,2.0,-10.0,970.0,116.0,-1.0,92.0,35.0,78.0,80.0,33.0,208.0,-13.0
2018-12-26,2018,12,26,770.0,-140.0,240.0,-80.0,80.0,-320.0,-40.0,11.0,87.0,200.0,-120.0,17.0,-60.0,19.0,24.0,-5.0,18.0,-1.0,-13.0,3.0,250.0,-590.0,-700.0,6.0,-5.0,40.0,430.0,-170.0,5.0,-9.0,140.0,-4.0,0.0,-10.0,8.0,-78.0,-65.0,16.0,49.0,208.0
2018-12-25,2018,12,25,230.0,-140.0,-1010.0,-10.0,90.0,0.0,70.0,11.0,-14.0,-970.0,550.0,-69.0,-580.0,-69.0,-28.0,-69.0,-82.0,11.0,-32.0,-64.0,-1450.0,-350.0,-410.0,-14.0,-48.0,-480.0,1590.0,-1770.0,-4.0,-2.0,-840.0,-127.0,55.0,-130.0,-57.0,-66.0,0.0,-45.0,-168.0,49.0
2018-12-21,2018,12,21,-1070.0,30.0,-230.0,-60.0,0.0,-100.0,15.0,-23.0,-14.0,-180.0,110.0,-30.0,-240.0,-33.0,-14.0,-29.0,-33.0,-7.0,33.0,-24.0,-500.0,-420.0,-320.0,-10.0,-5.0,-230.0,80.0,-500.0,1.0,1.0,-430.0,-7.0,-65.0,14.0,0.0,-14.0,-5.0,-28.0,-119.0,-168.0
